popular_name,full_name,years,hebrew_day,hebrew_month,image_filename,biography,story,torah,quote,stream,role,sources,importance_score,note
הרב יהושע מאמאן,,1917,6,טבת,2755285808069185.jpg,"(מכונה ""הימ""ן, י""א בטבת ה'תרע""ח,  1917 - כ""ו בטבת ה'תשע""ח 2018) 

היה דיין, פוסק ומחבר. כיהן כרב העיר מרקש שבמרוקו, ולאחר עלותו לארץ ישראל, כיהן כרב הספרדי וחבר לשכת הרבנות בעיר נהריה, אב בית הדין בעיר באר שבע, וחבר בית הדין הגדול לערעורים. בערוב ימיו כונה ""זקן רבני יהדות מרוקו"". גולת הכותרת של יצירתו ההלכתית היא סדרת ספריו ""עמק יהושע"".",,,הימ,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב שמשון בן רפאל הירש,,1808,7,טבת,2756118271319272.jpg,"( כ""ד בסיוון ה'תקס""ח 1808 – כ""ז בטבת ה'תרמ""ט 1888)

הרב שמשון רפאל הירש (רש""ר הירש) ראש הרבנים האורתודוכסיים ומנהיגה הרוחני של יהדות גרמניה, ומגדולי מפרשי התנ""ך המסורתיים המודרניים.

הרב שמשון בן רפאל הירש, נולד בעיר המבורג בכ""ד סיוון תקס""ח. למד תורה מפי החכם ברנייס ואחר כך מפי הרב יעקב עטלינגר בעל הערוך לנר. הוא נבחר בגיל 22 בלבד להיות רב נסיכות אולדנבורג. בגיל 27 הוא כתב את הספר 'חורב' ו'אגרות צפון'. את התפקיד המשמעותי הראשון קיבל בגיל 39 כשמונה להיות רבה הראשי של מורביה בהונגריה. היה לו הרבה מאבקים שם והוא נענה לבוא להיות רב קהילת פרנקפורט על אף שמדובר בהורדת מעמדו ביחס לתפקידו הקודם. הוא הצליח לקבל משרת רב בגרמניה עקב הלימודים האקדמאים שלמד. הברון רוטשילד מביא אותו, כאשר דרישתו היא שיבנו בית ספר חדש והוא עומד בראשו. כאשר עזב את קהילתו במורביה הוא כתב להם מכתב פרידה בו הביא כי יש צורך בפתיחות לתרבות חיצונית ולא להינעל בד' אמות של הלכה, כאשר לפתיחות זו הוא דרך ארץ. מכתב זה הינו אחד מהסממנים הראשונים של בניית שיטתו העקרונית תורה עם דרך ארץ.

בישורון הרש""ר כתב שצריך לחסן את הילדים מפני מפגש עם החוץ ולא להסתיר אותם מכל מגע חיצוני. הוא אמר שמי שישמור על בניו מכל מגע חיצוני עם השכלה ימצא את כולם בחוץ. הוא ממשיל את העניין לחיסון פיזי – לא צריך לסגור את הילד כל היום בבית, אלא להוציאו החוצה ולחסנו מרוחות עזות.

רק בשנת 1867 הוא התחיל לכתוב את פירושו לתורה. בראשית-1867 ; שמות-1869 ; ויקרא-1873 ; במדבר-1876 ; דברים-1878.

נפטר בכ""ז טבת תרמ""ט.

 ר' חיים מצאנז אמר: ''את התפקיד שאני ממלא בגליציה, ממלא רבי ש''ר הירש בגרמניה'' (שמש ומרפא)*



: ''והוא ימשול בך'' ימשל מלשון משל, שהבעל יתנהג בדרך התורה והיראה, באופן שיהיה לה למשל ולדוגמא איך להתנהג. ""נעימות החיים"".*",,,ד בסיוון ה'תקס,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב שבתאי עלואן,,1874,7,טבת,2756118297985936.jpg,"(ה'תרל""ד, 1874 - כ""ז בטבת ה'תש""א, 1941) 

היה רב ודיין בקהילה היהודית שבעיר זאכו בכורדיסטן.

נולד בזאכו בכורדיסטן העיראקית לרוחמה וחכם עלואן. למד תורה אצל אביו ורבנים נוספים, והסומך לרב ולמורה הוראה. בגיל 20 החל ללמד בתלמוד תורה המקומי.

הרב עלואן היה דיין בהרכב של שלושה דיינים בזאכו.

בשבתות ובחגים היה נותן דרשות בבית הכנסת. היה מכניס אורחים ומהם השדרי""ם שהגיעו מארץ ישראל. עלה לארץ ישראל בשנת ה'תרצ""ה (1935). תקופה לא ארוכה לאחר-מכן חלה ונפל למשכב, ונפטר. בנו, חכם חביב עלואן, הקים לזכרו את בית המדרש והישיבה ""באר שבע"" בשכונת ""זיכרון יוסף"" בסמיכות לשוק מחנה יהודה בירושלים.",,,"ד, 1874 - כ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב פנחס הירשפרונג,,1912,7,טבת,2756118271319272.jpg,"( תרע""ב, 1912 – כ""ז בטבת תשנ""ח 1998)

נולד בדוקלא לאביו ר' חיים חתנו של ר' דוד צבי זהמן. היה תלמידו המובהק וחביבו של ר' מאיר שפירא מלובלין שהעיד עליו שיודע 2200 דפי גמרא בעל פה.

בזמן השואה הצליח להמלט ממחנה ריכוז, ולעבור את הגבול מהשטח הסובייטי לליטר. משם נסע דרך סיביר לקובה וגורש לשנגחאי. בשנת תש''א הגיע לקנדה, שם התקבל כמרא דאתרא בקהילת עדת ישורון במונטריאול. היה רב ראשי במונטריאול, וראש ישיבת תומכי תמימים במקום. נחשב אחד מגדולי הרבנים החרדים בקנדה, והיה חבר ועד הרבנים הכללי של ארצות הברית וקנדה.

הרב הירשפרונג היה משיירי כנסת הגדולה של גאוני פולין, והיה נחשב לאחד הבריאים הגדולים ביותר בדורנו בש''ס ופוסקים, השגורים על לשונו על פה, וזאת בנוסף לחריפותו הרבה שהתבטאו בחידושי תורתו. עם זאת היה עניו ולא מחזיק טיבותא לנפשיה. רודף שלום, בעל חסד ועסק בצרכי ציבור באמונה (שמן ששון מחבריך)

 

 נולד לאמו מרת מסעודה ולאביו חכם יוסף בשנת תרכ""ז (1866), בעיר מקנס שבמרוקו.

הוא למד בתלמוד תורה של חכם שלמה טולדנו ובישיבת של החכם שלמה בן עמארה. 

בשנת תרמ""ה (1884), בהיותו בן שמונה עשרה, שם פעמיו יחד עם משפחתו לארץ ישראל. לאחר תלאות מרובות הגיעו חכם מימון בן עטר ומשפחתו לאלכסנדריה שבמצרים, והשתקעו שם. 

באלכסנדריה, חכם מימון בן עטר ואחיו חכם יעקב פתחו תלמוד תורה לילדי העיר, בו למדו עניי הקהילה ונכבדיה גם יחד. בתלמוד תורה לצד העברית, נלמדו השפות ערבית אנגלית וצרפתית, אך את ספרי הלימוד כתב חכם מימון בן עטר בעצמו בשפה העברית.

בשנת תרנ""ב (1891), חכם מימון בן עטר החל ללמד את מקצועות הדת בבית הספר של הקהילה. בשל קולו הנעים ומעורבותו הנעימה בין הבריות, החל לשמש, משנת תרס""ח (1907),  כשליח הציבור בבית הכנסת הגדול בעיר. בשנת תרפ""ו (1925), מונה לדיין בבית דין צדק של העיר.       

חכם מימון בן עטר הקים את חברת ""גמילות חסדים"" שדאגה לכל מחסורם של האבלים במשך שבעת ימי האבל. כך גם הקים את חברת ""ביקור חולים"" שדאגה למחסורם של חולים נזקקים. הוא דאג לתשמישי קדושה ותפילין מארץ ישראל ולימד נערים בני מצווה, ובנוסף הרבה במתן צדקה לעניים ולנזקקים. 

בשנת תשי""ד (1954) זכה ועלה לארץ ישראל. 

ביום כ""ז טבת תשי""ח (1957), חכם מימון בן עטר נתבקש לישיבה של מעלה ונטמן בשער מנשה. 

חכם מימון בן עטר השאיר אחריו כתבי יד שלא הודפסו, ביניהם פירושים על כל התנ""ך. לאחר פטירתו, ערך נכדו, הרב משה אבידן, חלק מהכתבים העוסקים בחמישה חומשי תורה, והוציא לאור כספר - 'טעמי המקרא'.

 (תרפ""ד - כ""ז טבת תשס""ד  2004-1924)

נולד לאמו סתרונה ולאביו פנחס בשנת תרפ""ד (1924) בעיר מדנין, בדרום תוניסיה.

גדל בתורה וביראה על ברכי חכמי העיר מדנין ובראשם חכם מדרכי סגרון מחבר הספר 'דברי מרדכי' וחכם חומאני עלוש, מחבר הספר 'אני חומה'. אחיו הגדול הוא חכם חיים נסים חזקיה חורי, מחכמי העיר נתיבות.

בשנת תש""ג (1943), במלחמת העולם השנייה, הופצצה העיר מדנין, והיא נחרבה ונהרסה. רבים מבני העיר, עזבו את העיר, ונמלטו לג'רבה. חכם כמייס בנציון חורי עבר לעיר הבירה תוניס שם לימד בישיבות העיר, ובפרט בישיבת חב""ד. היה מחנך אומן בלימוד והנחיל לתלמידיו הרבים את שיטת 'העיון התוניסאי'. בתוניס שימש רב בית הכנסת על שם חכם חיים בלעיש, ועסק בכל מקצועות הקודש. היה דרשן וחזן, סופר סת""ם, מוהל ושוחט.

בשנת תשט""ו (1955) זכה ועלה לארץ ישראל. הוא התיישב בכפר חב""ד ולאחר שנה עבר לבני ברק. הוא התפרנס כסופר סת""ם, הרבה לתת צדקה לנזקקים ולמוסדות תורה. היה דורש ברבים בה",,,"ב, 1912 – כ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב יצחק כדורי,,1898,9,טבת,2758036771127422.jpg,"(ט""ז בתשרי ה'תרנ""ט 1898 - כ""ט בטבת ה'תשס""ו 2006)

היה רב ומקובל בישראל בשנותיו האחרונות כונה ""זקן המקובלים"". עמד בראשות ישיבת המקובלים ""נחלת יצחק"".

נולד כבן בכור לכדורי דיבה (זאב בערבית) ולתוּפאחה בבגדאד

ט""ז בתשרי יום הולדתו הוא יום האושפיזין של יצחק אבינו ולכן נקרא על שמו. אביו, שהיה סוחר בשמים, שלח אותו ללמוד ב""מדרש בית זלכה"", וכילד פגש שם את הרב יוסף חיים מבגדאד (""הבן איש חי""). בגיל שבע עשרה כבר דרש בפני גדולי התורה בבגדאד.

בשנת 1922 עלה לארץ ישראל ולמד בישיבת שושנים לדוד ובישיבת פורת יוסף שבעיר העתיקה בירושלים אצל הרב אפרים כהן.

בהמשך כיהן כראש ישיבת המקובלים ""נחלת יצחק"", שנוסדה על ידי בנו הרב דוד כדורי לשם לימוד כוונות התפילה לפי סדר הרש""ש.

נפטר בגיל מופלג בכ""ט בטבת ה'תשס""ו (28 בינואר 2006) ונטמן בהר המנוחות. גרסאות שונות לגילו בעת פטירתו נעות בין 104 ל-110, ואף ל-122.

במסע הלוויתו בירושלים השתתפו מאות אלפי בני אדם.

: עשיר גדול חמל על רבנו בראותו את עניותו הגדולה, והניח על שולחנו שיק על סך 10,000 דולרים. רבנו שהיה שקוע בלימודו העיוני, לא שת לבו להנחת השיק, טוב לי תורת פיך מאלפי זהב וכסף, כשסיים ללמוד, הניח את השיק בתוך הספר כסימניה והכניסו אחר כבוד לארון הספרים. רק כעבור מספר שנים, מצאו בני הבית את השיק מונח בתוך הספר כשהתאריך כבר חלף מזמן*



*



*





 

(פורסם ב'המבשר תורני' וארא תשע""ג)

 

נולד לאימו ממשפחת בן שבת ולאביו מכלוף, בשנת תקפ""ח (1828), בעיר תארודנת שבמרוקו. בילדותו עבר עם משפחתו לעיר מוגאדור, שם למד תורה מפי אביו ודודו חכם יעקב בן שבת.

חכם יהודה בן מויאל נשא לאישה את רבקה ונולדו להם חמישה ילדים. בהמשך התחתן בשנית ונשא לאישה את קלרה, ונולדו להם שני ילדים.

בבחרותו נתמנה כדיין בקהילת סאפי, ובשנת תרל""ז (1876) נתמנה לדיין ולמורה צדק בעיר מוגאדור. בעיר מוגאדור שימש בקודש כשלושים שנה, עלה  בקודש ונתמנה כאב בית הדין.

חכם יהודה בן מויאל, עמד בקשרי מכתבים הלכתיים שונים, עם דיינים שונים מחוץ לעירו, כמו חכם רפאל אנקווא, חכם יעקב שאול אלישר ועוד. 

בחודש אייר בשנת תר""ע (1910) חלם חלום, שבו קרב יומו, אך נשמרה לו הזכות לעלות לארץ הקודש, טרם הסתלקותו מהעולם הזה. חכם יהודה בן מויאל החל בהכנות לעלייה לארץ הקודש, וטרם צאתו מינה את בנו -חכם מסעוד, תחתיו כאב בית הדין. בהגיעו לעיר טאנגי'ר קיבל מכתב מבנו חכם מסעוד, המספר כי אחד מעשירי הקהילה קם והדיח אותו מכהונתו, מכיוון שהוא צעיר מדי. חכם יהודה בן מויאל שב על עקבותיו ליישב את ההדורים, ומיד יצא שוב למסעו לארץ הקודש. במסעו זה שהה בגיברלטר כחודש ימים.

בחודש אלול בשנת תר""ע (1910) זכה חכם יהודה בן מויאל להגיע לארץ הקודש, בה שהה כארבעה חודשים. הוא נפטר ביום כ""ט טבת בשנת תרע""א (1911) בארץ ישראל

כ-100 שנה לאחר פטירתו, זכו צאצאיו לקבץ את כתבי ידו, והוציאו אותם בספר 'שבט יהודה' - שו""ת ודרושים",,,ז בתשרי ה'תרנ,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב אליהו משה פאניז'יל,,1850,9,טבת,2758036814460751.jpg,"(ט""ו בשבט ה'תר""י 1850 - כ""ט בטבת ה'תרע""ט 1919, ירושלים) 

היה הראשון לציון, דיין, דרשן, מחבר, משורר ושד""ר. ראש ועד הגבאים של בית החולים משגב לדך.",,,ו בשבט ה'תר,,,קבוצת פייסבוק דובב שפתי ישנים,5,
רבי ישראל חריף מסטנוב,,,9,טבת,2757823014482131.jpg,"(כנראה ה'תנ""ו– ז' בשבט ה'תקמ""א) 

היה רב ומקובל חסידי, תלמידו של הבעל שם טוב.

נולד לרב שלמה. סבו רבי אברהם מסטנוב היה רב מפורסם.מנישא לבתו של רבי יחיאל ממיקולייב (צאצא של רבי יחיאל מנמירוב שנרצח בפרעות ת""ח ות""ט). התפרסם כחריף ועל כן כונה כך.

היה לוחם גדול נגד הפרנקיסטים שהתפשטו בזמנו ברחבי גליציה. במכתבו של רבי אריה לייב מבולחוב מסופר שהפרנקיסטים היו כותבים את מכתביהם בהצפנה ולא הצליחו להבין את דבריהם רק רבי ישראל הצליח לגלות את הצופן וכך גילו את מעלליהם.

בצעירותו היה מתנגד לבעל שם טוב אך בהמשך התקרב אליו והיה לאחד מגדולי תלמידיו. סיפור התקרבותו על פי המסורת החסידית הוא שפעם העלילו עליו לשלטונות והיה צריך להימלט מעירו והגיע למז'יבוז' ושהה אצל הבעל שם טוב. פעם איחר לארוחת צהריים והבעל שם טוב נכנס לחדרו לראות למה לא מגיע, אמר לו רבי ישראל שעוסק בדברי תוספות קשה ושאלו את שאלותיו. הבעל שם טוב תירץ לו את כל קושיותיו ומאז נעשה לתלמידו המובהק. רבי יעקב ישראל מצ'רקס סיפר שכשהיה הבעל שם טוב מגיע לסטנוב היה מתארח אצל רבי ישראל.

ילדיו היו רבי דוד אב""ד סטנוב, סמטרוטש וזבניץ ורבי אלקנה אב""ד פלטישאן",,,ו– ז' בשבט ה'תקמ,,,קבוצת פייסבוק דובב שפתי ישנים,5,
רבי אברהם טיקטין,,1821,9,טבת,2757823051148794.jpg,"(תקכ""א, שוורזנץ ליד פוזנה - כ""ט בטבת תקפ""א 1821)

 היה רב אשכנזי, רבן של ערים שונות ברחבי גרמניה ובסוף ימיו רבה של ברסלאו. בן דורם וידידם של רבי עקיבא איגר ורבי יעקב לורברבוים",,,"א, שוורזנץ ליד פוזנה - כ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב נתן מרקוס בן מרדכי הכהן אדלר,,1803,9,טבת,2757823081148791.jpg,"(כ""א בטבת תקס""ג 1803, הנובר – כ""ט בטבת תר""ן 1890, ברייטון)

 היה רבהּ הראשי של האימפריה הבריטית קיים קשרים עם הממשלה הבריטית ועם הכנסייה והשפיע על חוקי המדינה הנוגעים לחינוך וללימודי דת בבתי-ספר הכלליים, הועיל להרחיב את זכויות היהודים ברחבי האימפריה הבריטית. הוא היה ממייסדי זרם האורותודוקסיה המודרנית ביהדות.",,,א בטבת תקס,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב משה יהושע יהודה לייב דיסקין,,1818,9,טבת,2757823111148788.jpg,"(מכונה גם המהרי""ל דיסקין והרב מבריסק) (י' בכסלו תקע""ט, 1818 - מוצ""ש ליל כ""ט בטבת ה'תרנ""ח 1898)

היה רב ופוסק מהבולטים בדורו, מרבני ירושלים בסוף המאה ה-19, מפורסם כגאון וצדיק, ונחשב לאחד ממנהיגי הזרם הקנאי בישוב הישן",,,ל דיסקין והרב מבריסק) (י' בכסלו תקע,,,קבוצת פייסבוק דובב שפתי ישנים,5,
רבי ירחמיאל ישראל יצחק דנציגר,,1853,9,טבת,2757823144482118.jpg,"(ה'תרי""ג, 1853 - כ""ט בטבת ה'תר""ע 1910) 

היה האדמו""ר השני בשושלת חסידות אלכסנדר, הוא כיהן כאדמו""ר בין השנים תרנ""ד - תר""ע (1894-1909). נחשב בזמנו לאחד מגדולי אדמו""רי פולין, ומספר חסידיו נאמד באלפים.

נולד בעיירה מאקובה שבפולין לרבי יחיאל דנציגר, ממלא מקומו של רבי דב בריש מביאלה שהיה ממלא מקומם של רבי מנחם מנדל מוורקא ורבי יצחק מוורקא.

לאחר פטירת אביו, בשנת תרנ""ד (1894), הוכתר על ידי החסידים לאדמו""ר.

לא היו לו ילדים וגם לא היה לו זקן. מסופר שהיה נוסע לרבי יעקב אריה מרדזימין שיברכו לילדים, עד שפעם אחת אמר רבי יעקב אריה לחסידיו: מה רוצה בנו של הרב מגריצא (רבי יחיאל מילא את מקום אביו רבי שרגא פייבל מגריצא), הלא הוא נשמת האור החיים הקדוש (שלא היו לו ילדים) וכיצד יהיו לו ילדים.

רבי ירחמיאל ישראל יצחק נפטר בשנת תר""ע ללא בנים. נקבר בעיירה אלכסנדר שבפולין לצד אביו רבי יחיאל.

לאחר פטירתו הוכתר אחיו רבי שמואל צבי דנציגר כאדמו""ר השלישי בשושלת חסידות אלכסנדר, והוא הקים על שמו של אחיו את רשת הישיבות ""בית ישראל"" בפולין שבהן למדו אלפי תלמידים. חלק מהחסידים עברו לבנו של רבי דב בריש מביאלה (שכיהן לפני רבי יחיאל דנציגר), רבי אהרן צבי לנדא, ולאחר פטירתו פנו לרבי אלימלך מנחם מנדל לנדא, אבי חסידות סטריקוב.

 ''חינו של יוסף הצדיק שורה עליו'' (ר' יעקב אריה מראזימין)*

:",,,"ג, 1853 - כ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב מאיר חדש,,1898,9,טבת,2757823014482131.jpg,"(כ""ז בשבט ה'תרנ""ח 1898 - כ""ט בטבת ה'תשמ""ט 1989)

 היה משגיח ישיבת חברון במשך למעלה מיובל. כמו כן שימש כמשגיח בישיבות עטרת ישראל ואור אלחנן, ובלט בקרב אישי תנועת המוסר.",,,ז בשבט ה'תרנ,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב משה שיק,,1807,1,שבט,2759742337623532.jpg,"(נודע בכינוי: מהר""ם שיק; כ""א אדר א' ה'תקס""ז, 1807 – א' בשבט ה'תרל""ט, 1879) 

היה אב""ד ירגין, גאב""ד חוסט וראש הישיבה הגדולה בעיר, גדול פוסקי הונגריה בימיו ומנהיג האורתודוקסיה בימי הקרע עם הנאולוגים. תלמידו המובהק של החת""ם סופר

נולד ליוסף ולרבקה לבית פרנקל בבִּירקֶנהַיין שבממלכת הונגריה. בילדותו היה קשה תפיסה, ומסופר כי התקשה ללמוד אפילו דף גמרא אחד. במאמצים רבים ובהתמדה התקדם בלימודו, עד שעשה חיל. בגיל 11 נשלח ר' משה ללמוד אצל דודו, ר' יצחק פרנקל, שהיה אב בית דין בפראונקירכן.

 בגיל 17 הגיע לישיבתו של החת""ם סופר, שם התחבב עליו מאוד ובמשך שלוש שנים סעד אצלו בשבתות וחגים. את גודל הערכתו של החתם-סופר אליו ניתן לראות בסיפור עממי המתאר כי באחת מנסיעותיו של החתם סופר נסעו עמו בחירי תלמידיו ובהם ר' משה. באמצע הנסיעה נרדם ר' משה וראשו נשמט על כתפו של החת""ס. כשביקשו שאר התלמידים להעירו, התבטא החתם-סופר: זהו ספר תורה מהלך. כן ידוע שקרא לו ""מיינער ארון ספרים"". בגיל 20 נשא לאישה את בת דודתו, גיטל פרנקל. 

ב- 1861 עבר לשמש כרבה של הוסט (חוסט). יחד עמו עברה גם ישיבתו שמנתה 800 תלמידים.

 מסופר כי כאשר החליטו ראשי הקהל להוסיף למשכורתו, סירב ר' משה עד שיעלו גם את משכורתם של המלמדים, השוחטים, הדיין ושמש הקהילה, שבתחילה סירבו לבקשתם להעלאת משכורתם. רק לאחר שנאותו לכך ראשי הקהל, הסכים מהר""ם לקבל את תוספת השכר.

נודע בעיקר בזכות השו""ת שלו - שו""ת מהר""ם שיק ובו מעל ל-1,000 תשובות הלכתיות שהשיב בכל נושאי החיים. כמו כן חיבר פירושים על התורה, על פרקי אבות, על הגדה של פסח, על תרי""ג מצוות (בדומה למנחת חינוך) וחידושים על הש""ס.

המהר""ם נפטר בא' בשבט ה'תרל""ט (1879), לאחר ייסורים קשים.",,,ם שיק; כ,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב משה יחיאל הלוי אפשטיין,,1889,1,שבט,2759742664290166.jpg,"(תר""ן 1889- תשל""א 1971)

 היה האדמו""ר מאוז'רוב חנצ'ין, חבר מועצת גדולי התורה וחתן פרס ישראל לספרות תורנית בשנת תשכ""ח.

נולד בפולין לרייצא מירל ולאדמו""ר אברהם שלמה. על פי המסופר, החל מגיל שלוש, נהג אביו להכניסו לחדר מלא ספרי קודש ולסגור בעדו את הדלת, וכך התרגל ללמוד ללא הפסקה. בילדותו למד אצל אביו ואצל סבו - האדמו""ר אריה לייב (לייבוש). אביו לקחו גם לאדמו""רים מחסידויות אחרות.

בגיל 22 התמנה לרב באוז'רוב. כדי לקבל את אישור השלטונות למד את שפת המדינה, עם הרב יחזקאל הולשטוק, בנו של האדמו""ר מאוסטרובצה.

בשנת תרפ""ו לחץ עליו סבו להגר לאמריקה, באמרו שהתגלה לו שאחד מנכדיו חייב לעבור לשם. הרב אפשטיין עשה כדבריו ועבר לניו יורק, למרות חששו לחינוך הילדים באמריקה. כמה חודשים לאחר הגיעם לניו יורק נולד לבני הזוג ילדם הרביעי, לאחר ששלושת הקודמים, בן ושתי בנות, נפטרו.

בי""ז בתמוז תשי""ג עלה לארץ ישראל, והתגורר בסמוך לבית החזון איש בבני ברק. חודשים ספורים לאחר שעלה, נפטר החזון איש, והוא עבר לתל אביב. בתל אביב התגורר בשדרות רוטשילד עד סוף ימיו. בתחילת תשכ""ח נבחר ליו""ר כבוד של מועצת גדולי התורה של אגודת ישראל, כמחליפו של הרב זלמן סורוצקין שנפטר.

בשנת תשי""ט קיבל את פרס הרב קוק, ובשנת תשכ""ח קיבל הרב אפשטיין את פרס ישראל לספרות תורנית.

שימש גם כאדמו""רה של שושלת חנצ'ין בגלל היותו נכדו (מצד אמו) של האדמו""ר חיים שמואל מחנצ'ין.

נפטר בתל אביב ונקבר בבית הקברות שומרי שבת, בבני ברק.

 ''והעמידו תלמידים הרבה"" (אבות א') מהו לשון הרבה והיה לו לומר: תלמידים רבים. אפשר לפרש שהכוונה היא ללשון ריבוי, כלומר שיעמידו תלמידים כאלה שגם הם יוכלו להפרות ולהרבות בתלמידים רבים והיינו להשריש בהם יראת שמים, ועל ידי זה יזכו שגם התלמידים יעמידו תלמידים.*",,,ן 1889- תשל,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב אליעזר לאזי היילבוט,,1740-1814,1,שבט,2759742337623532.jpg,"(1740-1814) 

כיהן כדיין בפוזנן, ואחר כך כראש בית דין של קהילות אה""ו (ראשי תיבות של אלטונה, המבורג, וונדסבק). חיבר את הספר ""משנת דרבי אליעזר"". הרב היילבוט נולד בברלין בשנת 1740 לרבי יוסף היילבוט, בנו של המקובל רבי לאזי חסיד מהלברשטאדט שעל שמו נקרא. בשנות העשרה שלו למד בישיבת הרב דוד טבל שייר בבמברג. נשא לאישה את ביילה, בתו של אחד ממכובדי הקהילה היהודית בפוזנן. אחר כך למד במשך שנתיים בישיבתו של הרב גדליה טיקטין, רבה של שוורנזז (קרוב לפוזנן), וחותנו פירנס אותו.

בפוזנן לימד לתלמידים ואחר כך מונה לדיין שם. באותה תקופה כיהן רבי רפאל הכהן כ""ץ כרבה של פוזנן. כשהתקבל רבי רפאל הכהן לרבן של קהילות אה""ו, הלך אחריו רבי אלעזר היילבוט לשם. בשנת 1784 הוא מונה לדיין בוונדסבק. בשנת 1799, לאחר שעזב רבי רפאל הכהן את תפקידו כרבן של קהילות אה""ו, מונה שם הרב אלעזר היילבוט כראש בית דין.

הוא נפטר בהמבורג בשנת 1814 (א' בשבט ה'תקע""ד) ובגלל המצור על העיר נטמן שם בחצר בית הכנסת.",,,"ו (ראשי תיבות של אלטונה, המבורג, וונדסבק). חיבר את הספר ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב אברהם יהודה פרבשטין,,1917,1,שבט,2759761207621645.jpg,"(תרע""ז, 1917 - א' בשבט תשנ""ז 1997) 

היה ראש ישיבת חברון, מעורכי האנציקלופדיה תלמודית וחבר מועצת גדולי התורה של דגל התורה.",,,"ז, 1917 - א' בשבט תשנ",,,קבוצת פייסבוק דובב שפתי ישנים,5,
רבי בנימין רבינוביץ,,,1,שבט,2759761394288293.jpg,"(כ' באב תרע""ב – א' בשבט תשס""ב)

 היה רב ודיין, ראש ישיבת תולדות אהרן וחבר הבד""ץ של העדה החרדית, מייסד קהילת ""משכנות הרועים"".",,,ב – א' בשבט תשס,,,קבוצת פייסבוק דובב שפתי ישנים,5,
הרב זאב קרוב,,1959-  2018,1,שבט,2759761634288269.jpg,"(1959-  2018, א' בשבט ה'תשע""ח) 

היה איש חינוך ישראלי. שימש ראש ישיבת השומרון, (ר""מ) במספר ישיבות ומרצה ליהדות במסגרות שונות ברחבי הארץ ומחבר ספרים.",,,,,,קבוצת פייסבוק דובב שפתי ישנים,5,
רבי משולם זושא  מאניפולי,,1730 – 1800,2,שבט,2760851420845957.jpg,"(מכונה גם ""הרבי ר' זושא"") (ה'ת""צ - ב' בשבט ה'תק""ס, 1730 – 1800)

אחיו של רבי אלימלך מליז'נסק ותלמידו של המגיד ממזריטש, ממייסדי תנועת החסידות. אבי שושלת חסידות אניפולי.

נולד לאלעזר ליפא, עשיר ובעל קרקעות. אין מידע רב על ראשית חייו: בצעירותו עסק בעיקר בלימוד קבלה, והיה בנעוריו תלמידו של המגיד מזלוטשוב. נהג לצאת עם אחיו, הרב אלימלך, למסעות נדודים (""גלות""). על פי המנהג, היו ה""גולים"" יוצאים בלי כסף ובלי אוכל למשך זמן רב. עוד נהגו שלא לישון באותו מקום יותר מלילה אחד.

במסעותיהם פגשו האחים את המגיד ממזריטש, והיו לתלמידיו המובהקים.

רבי זושא כיהן כאדמו""ר בעיירה אניפולי.

אחרי שדבק בתורת החסידות, הקים חצר חסידית בעיירה אניפולי. לאחר זמן גרם ר' זושא לאחיו, ר' אלימלך, להפוך גם הוא לחסיד ולרבי נודע. לאחר שנעשה רבי ידוע המשיך ר' זושא לחיות חיי עוני, אך לא הטיף לאחרים לעשות כך.

ר' זושא התפרסם באהבת ישראל הגדולה שלו, ובסיפורי החסידים הוא מופיע כדמות מוסרית, סמל לתמימות, לענווה וליראת ה'. ר' זושא עסק רבות בסיוע לאנשים חלשים וסובלים, והיה נודד במטרה לאסוף כסף לקיום מצוות פדיון שבויים, וכדי לשחרר שבויים יהודים ממאסר.

עוד נודע ר' זושא בביטחונו המוחלט בעזרתו של הבורא. לשיטתו, אדם הבוטח באלוהיו יזכה לחסד ולסיוע אפילו בדרך נס.

במסורת החסידית מסופר שהיה מוכיח את החוטאים באופן מחוכם; כשפגש ביהודי חוטא היה מתוודה בפניו על חטאיו שלו, והאיש החוטא היה מבין בעצמו שגם הוא חטא, וחוזר בתשובה.

אחת מאמרותיו שזכתה לפרסום רב היא: ""בעולם הבא לא ישאלוני: למה לא היית משה רבנו? אלא ישאלוני: למה לא היית זושא?"" .

ר' זושא האריך ימים 15 שנים אחרי אחיו, ר' אלימלך. הוא נפטר אחרי מחלה ממושכת ונטמן סמוך לקבר רבו, המגיד ממזריטש. דברי תורתו פזורים בספרי תלמידיו ובני דורו, וכונסו יחד בספרים ""מנורת זהב"" ו""בוצינא קדישא"".",,,הרבי ר' זושא,,,קבוצת פייסבוק דובב שפתי ישנים,5,
